"Dia";"Barcelona - el Raval";"Barcelona - Observatori Fabra";"Barcelona - Zona Universitària"
"2022-08-17 00:00:00";26,34;23,84;25,85
"2022-08-18 00:00:00";22,7;19,74;21,31
"2022-08-19 00:00:00";24,67;22,36;24,35
"2022-08-20 00:00:00";26,92;24,42;25,66
"2022-08-21 00:00:00";26,53;23,83;25,66
"2022-08-22 00:00:00";26,34;24,1;25,75
"2022-08-23 00:00:00";27,36;25,22;26,69
"2022-08-24 00:00:00";28,19;26,48;27,79
"2022-08-25 00:00:00";27,53;25,47;27,25
"2022-08-26 00:00:00";27,94;25,71;27,04
"2022-08-27 00:00:00";27,76;24,86;27,01
"2022-08-28 00:00:00";27,89;24,95;27,08
"2022-08-29 00:00:00";28,01;26,93;27,04
"2022-08-30 00:00:00";28,52;26,39;27,49
"2022-08-31 00:00:00";25,14;22,59;23,94
"2022-09-01 00:00:00";26,03;25,34;24,81
"2022-09-02 00:00:00";26,48;23,92;25,38
"2022-09-03 00:00:00";25,63;23,01;25,17
"2022-09-04 00:00:00";26,28;24,03;26
"2022-09-05 00:00:00";27,07;24,76;26,26
"2022-09-06 00:00:00";27,93;25,8;26,88
"2022-09-07 00:00:00";26,74;24,97;25,65
"2022-09-08 00:00:00";26,5;23,56;25,6
"2022-09-09 00:00:00";25,54;22,67;24,76
"2022-09-10 00:00:00";25,66;22,53;24,93
"2022-09-11 00:00:00";26,41;23,93;25,95
"2022-09-12 00:00:00";27,28;25,13;26,87
"2022-09-13 00:00:00";27,98;24,57;27,14
"2022-09-14 00:00:00";25,66;22,58;24,61
"2022-09-15 00:00:00";26,23;24,99;25,82
"2022-09-16 00:00:00";24,95;21,95;24,06
"2022-09-17 00:00:00";23,08;19,92;22,5
"2022-09-18 00:00:00";22,47;19,61;22,1
"2022-09-19 00:00:00";23,08;21,47;22,32
"2022-09-20 00:00:00";23,02;20,84;22,46
"2022-09-21 00:00:00";22,57;20,63;22,02
"2022-09-22 00:00:00";22,59;19,99;22,03
"2022-09-23 00:00:00";22,96;19,67;21,99
"2022-09-24 00:00:00";20,51;17,67;20,91
"2022-09-25 00:00:00";20,3;17,04;19,48
"2022-09-26 00:00:00";21,37;18,29;20,09
"2022-09-27 00:00:00";20,58;17,19;19,67
"2022-09-28 00:00:00";21,47;17,75;20,6
"2022-09-29 00:00:00";20,11;16,53;19,29
"2022-09-30 00:00:00";18,85;15,64;18,17
"2022-10-01 00:00:00";20,4;18,08;19,27
"2022-10-02 00:00:00";22,52;21,1;21,86
"2022-10-03 00:00:00";21,81;20,41;20,82
"2022-10-04 00:00:00";21,83;20,03;21,01
"2022-10-05 00:00:00";21,42;19,14;20,5
"2022-10-06 00:00:00";21,61;18,9;21,41
"2022-10-07 00:00:00";20,02;16,51;19,24
"2022-10-08 00:00:00";20,33;17,62;19,75
"2022-10-09 00:00:00";20,3;17,86;19,5
"2022-10-10 00:00:00";20,93;17,97;20,4
"2022-10-11 00:00:00";20,39;17,42;19,41
"2022-10-12 00:00:00";21,06;18,51;20,27
"2022-10-13 00:00:00";22,31;19,65;21,79
"2022-10-14 00:00:00";21,68;20,1;21,1
"2022-10-15 00:00:00";22,19;19,92;21,3
"2022-10-16 00:00:00";22,41;20,37;21,81
"2022-10-17 00:00:00";22,57;20,03;22,35
"2022-10-18 00:00:00";22,4;19,94;21,7
"2022-10-19 00:00:00";22,47;20,03;21,5
"2022-10-20 00:00:00";22,8;19,97;21,97
"2022-10-21 00:00:00";23,45;20,73;22,65
"2022-10-22 00:00:00";22,97;20,44;21,67
"2022-10-23 00:00:00";22,88;20,32;21,79
"2022-10-24 00:00:00";23,71;21,7;22,67
"2022-10-25 00:00:00";;21,57;21,92
"2022-10-26 00:00:00";22,29;22,81;21,67
"2022-10-27 00:00:00";20,27;20,05;19,74
"2022-10-28 00:00:00";19,34;19,38;18,88
"2022-10-29 00:00:00";18,66;17,66;18,03
"2022-10-30 00:00:00";19,85;17,73;19,1
"2022-10-31 00:00:00";20,85;18,37
"2022-11-01 00:00:00";20,47;17,85;19,67
"2022-11-02 00:00:00";19,48;16,95;18,25
"2022-11-03 00:00:00";20,16;17,26;19,24
"2022-11-04 00:00:00";17,19;13,01;16,19
"2022-11-05 00:00:00";16,09;13,49;15,15
"2022-11-06 00:00:00";17,24;15,91;16,26
"2022-11-07 00:00:00";17,73;15,89;16,34
"2022-11-08 00:00:00";18,43;16,57;17,41
"2022-11-09 00:00:00";19,48;17,3;18,89
"2022-11-10 00:00:00";17,52;14,82;16,61
"2022-11-11 00:00:00";18,67;16;18,34
"2022-11-12 00:00:00";18,73;15,96;18,53
"2022-11-13 00:00:00";17,67;15,82;16,92
"2022-11-14 00:00:00";18,91;16,31;17,75
"2022-11-15 00:00:00";19,2;17,03;18,33
"2022-11-16 00:00:00";18,92;15,88;18,52
"2022-11-17 00:00:00";20,18;16,9;19,31
"2022-11-18 00:00:00";15,94;12,3;15,16
"2022-11-19 00:00:00";13,29;9,34;12,24
"2022-11-20 00:00:00";13,15;10,2;11,81
"2022-11-21 00:00:00";14,44;11,24;13,53
"2022-11-22 00:00:00";12,56;8,62;11,77
"2022-11-23 00:00:00";16,38;13,95;16,14
"2022-11-24 00:00:00";16,38;14;15,28
"2022-11-25 00:00:00";15,94;13,08;14,87
"2022-11-26 00:00:00";14,28;11,85;12,55
"2022-11-27 00:00:00";14,05;12,27;12,1
"2022-11-28 00:00:00";13,28;10,31;12,24
"2022-11-29 00:00:00";13,13;9,43;11,67
"2022-11-30 00:00:00";12,56;9,75;10,99
"2022-12-01 00:00:00";12,35;8,89;11,65
"2022-12-02 00:00:00";11,1;8,04;9,92
"2022-12-03 00:00:00";11,27;8,89;9,61
"2022-12-04 00:00:00";10,99;8,04;9,36
"2022-12-05 00:00:00";11,53;9,43;10,17
"2022-12-06 00:00:00";12,78;10,45;11,71
"2022-12-07 00:00:00";;10,79;12,01
"2022-12-08 00:00:00";13,24;11,06;12,27
"2022-12-09 00:00:00";15,71;12,81;14,79
"2022-12-10 00:00:00";12,54;8,73;11,28
"2022-12-11 00:00:00";9,62;6,14;8,53
"2022-12-12 00:00:00";9,57;6,77;8,64
"2022-12-13 00:00:00";13,47;12,62;13,31
"2022-12-14 00:00:00";14,44;12,23;14,12
"2022-12-15 00:00:00";15,29;12,23;14,18
"2022-12-16 00:00:00";14,4;10,99;13,31
"2022-12-17 00:00:00";12,86;9,68;11,44
"2022-12-18 00:00:00";12,75;11;11,25
"2022-12-19 00:00:00";14,18;11,97;13,19
"2022-12-20 00:00:00";14,47;11,99;13,39
"2022-12-21 00:00:00";15,39;11,91;14,04
"2022-12-22 00:00:00";16,07;13,56;15,27
"2022-12-23 00:00:00";18,41;15,14;17,71
"2022-12-24 00:00:00";17,03;15,49;16,46
"2022-12-25 00:00:00";15,09;17,79;14,45
"2022-12-26 00:00:00";16,12;16,19;16,15
"2022-12-27 00:00:00";14,73;14,2;13,17
"2022-12-28 00:00:00";13,41;13,63;12,24
"2022-12-29 00:00:00";14,48;12,7;13,55
"2022-12-30 00:00:00";16,3;13,68;15,46
"2022-12-31 00:00:00";17,3;15,99;16,28
"2023-01-01 00:00:00";13,71;12,93;11,81
"2023-01-02 00:00:00";13,65;12,24;12,57
"2023-01-03 00:00:00";14,45;11,66;13,54
"2023-01-04 00:00:00";13,03;11,72;11,73
"2023-01-05 00:00:00";12,54;11,77;11,15
"2023-01-06 00:00:00";11,83;9,97;10,72
"2023-01-07 00:00:00";12,46;9,46;11,52
"2023-01-08 00:00:00";14,15;11,86;13,21
"2023-01-09 00:00:00";14,57;11,15;13,6
"2023-01-10 00:00:00";12,16;9,23;10,96
"2023-01-11 00:00:00";13,01;10,12;11,68
"2023-01-12 00:00:00";12,24;9,33;11,06
"2023-01-13 00:00:00";12,76;10,4;11,59
"2023-01-14 00:00:00";12,83;10,95;11,7
"2023-01-15 00:00:00";13,42;10,43;12,7
"2023-01-16 00:00:00";11,96;7,95;10,97
"2023-01-17 00:00:00";13,84;10,11;13,05
"2023-01-18 00:00:00";9,41;5,19;8,46
"2023-01-19 00:00:00";8,79;5,03;8,12
"2023-01-20 00:00:00";10,1;7,26;9
"2023-01-21 00:00:00";7,97;4,5;6,74
"2023-01-22 00:00:00";7,25;4,22;5,91
"2023-01-23 00:00:00";7,36;4,05;6,24
"2023-01-24 00:00:00";7,04;3,2;6,07
"2023-01-25 00:00:00";10,43;6,93;9,6
"2023-01-26 00:00:00";8,05;4,61;6,86
"2023-01-27 00:00:00";8,64;5,24;7,11
"2023-01-28 00:00:00";7,76;4,19;6,78
"2023-01-29 00:00:00";7,98;4,95;7,27
"2023-01-30 00:00:00";8,33;4,86;7,41
"2023-01-31 00:00:00";9,86;7,45;8,84
"2023-02-01 00:00:00";10,69;8,77;9,89
"2023-02-02 00:00:00";11,69;9,21;10,63
"2023-02-03 00:00:00";12,45;11,62;11,57
"2023-02-04 00:00:00";15,03;14,54;14,43
"2023-02-05 00:00:00";12,76;10,55;11,9
"2023-02-06 00:00:00";10,35;6,8;9,62
"2023-02-07 00:00:00";10,07;6,19;9,46
"2023-02-08 00:00:00";9,43;5,85;8,99
"2023-02-09 00:00:00";9,45;5,77;8,87
"2023-02-10 00:00:00";9,74;6,77;8,3
"2023-02-11 00:00:00";9,55;7,79;8,09
"2023-02-12 00:00:00";9,73;7,84;8,29
"2023-02-13 00:00:00";10,23;8,42;9,04
"2023-02-14 00:00:00";10,7;8,5;9,33
"2023-02-15 00:00:00";11,31;9,28;10,13
"2023-02-16 00:00:00";11,09;9,49
"2023-02-17 00:00:00";12,73;13,07;11,73
"2023-02-18 00:00:00";13,78;14,41;13,42
"2023-02-19 00:00:00";13,68;15,43;12,87
"2023-02-20 00:00:00";12,99;13,71;12,62
"2023-02-21 00:00:00";13,53;13,76
"2023-02-22 00:00:00";13,09;10,68;12,56
"2023-02-23 00:00:00";12,57;9,61;11,65
"2023-02-24 00:00:00";11,39;7,13;9,9
"2023-02-25 00:00:00";11,22;7,56;9,96
"2023-02-26 00:00:00";9,14;5,68;8,48
"2023-02-27 00:00:00";5,94;1,68;4,79
"2023-02-28 00:00:00";9,52;5,47;8,05
"2023-03-01 00:00:00";8,17;5,29;7,03
"2023-03-02 00:00:00";9,31;5,8;8,36
"2023-03-03 00:00:00";10,53;8,19;9,73
"2023-03-04 00:00:00";10,89;8,26;9,71
"2023-03-05 00:00:00";11,37;10,06;10,04
"2023-03-06 00:00:00";11,9;9,88;10,83
"2023-03-07 00:00:00";13,95;12,58;13,36
"2023-03-08 00:00:00";16,92;15,45;16,35
"2023-03-09 00:00:00";17,87;15,58;17,52
"2023-03-10 00:00:00";18,83;16,07;18,68
"2023-03-11 00:00:00";20,14;17,02;19,69
"2023-03-12 00:00:00";16,49;15,79;16,34
"2023-03-13 00:00:00";16,65;15,94;15,81
"2023-03-14 00:00:00";17,11;13,84;16,6
"2023-03-15 00:00:00";14,06;11,67;13,35
"2023-03-16 00:00:00";14,39;12,71;13,72
"2023-03-17 00:00:00";14,26;11,38;14,02
"2023-03-18 00:00:00";14,65;12,13;14,17
"2023-03-19 00:00:00";15;12,54;14,69
"2023-03-20 00:00:00";14,42;12,52;14,15
"2023-03-21 00:00:00";14,61;12,01;13,76
"2023-03-22 00:00:00";14,96;13,6;13,92
"2023-03-23 00:00:00";15,17;13,09;14,29
"2023-03-24 00:00:00";16,79;15,42;16,27
"2023-03-25 00:00:00";15,76;13,3;14,8
"2023-03-26 00:00:00";17,66;16,3;18,32
"2023-03-27 00:00:00";15,03;12,97;15,04
"2023-03-28 00:00:00";14,38;11,35;13,77
"2023-03-29 00:00:00";15,8;13,98;15,08
"2023-03-30 00:00:00";15,34;14,2;14,98
"2023-03-31 00:00:00";16,76;16,88;17,28
"2023-04-01 00:00:00";16,6;14,05;16,54
"2023-04-02 00:00:00";15,34;12,08;14,72
"2023-04-03 00:00:00";14,47;12,51;14,15
"2023-04-04 00:00:00";13,56;11,47;12,78
"2023-04-05 00:00:00";14,03;11,95;13,72
"2023-04-06 00:00:00";14,62;12,13;13,73
"2023-04-07 00:00:00";15,52;13,82;14,51
"2023-04-08 00:00:00";14,66;13,43;14,02
"2023-04-09 00:00:00";15,88;14,43;15,19
"2023-04-10 00:00:00";16,45;16,28;16,23
"2023-04-11 00:00:00";16,67;15,51;15,78
"2023-04-12 00:00:00";18,1;17,15;17,74
"2023-04-13 00:00:00";16,06;12,65;15,72
"2023-04-14 00:00:00";15,73;13,18;15,29
"2023-04-15 00:00:00";16,13;13,92;15,69
"2023-04-16 00:00:00";16,12;14,41;15,84
"2023-04-17 00:00:00";14,95;13,81;14,37
"2023-04-18 00:00:00";15,94;13,3;15,6
"2023-04-19 00:00:00";16,49;14,57;15,76
"2023-04-20 00:00:00";17,05;14,97;16,21
"2023-04-21 00:00:00";17,57;15;16,91
"2023-04-22 00:00:00";18,04;15,8;17,4
"2023-04-23 00:00:00";18,45;16,55;18,4
"2023-04-24 00:00:00";17,13;15,41;17,6
"2023-04-25 00:00:00";17,22;16,06
"2023-04-26 00:00:00";18,24;15,68;17,78
"2023-04-27 00:00:00";19,88;18,06;19,23
"2023-04-28 00:00:00";19,36;20,06;20,11
"2023-04-29 00:00:00";19,4;19,72;19,72
"2023-04-30 00:00:00";19,51;17,91;19,63
"2023-05-01 00:00:00";18,19;15,48;17,66
"2023-05-02 00:00:00";18,85;16,85;18,06
"2023-05-03 00:00:00";19,56;17,7;18,93
"2023-05-04 00:00:00";20;17,26;19,23
"2023-05-05 00:00:00";20,11;17,82;19,27
"2023-05-06 00:00:00";19,12;18,78;19,75
"2023-05-07 00:00:00";19,35;17,56;19,67
"2023-05-08 00:00:00";20,13;18,72;20,46
"2023-05-09 00:00:00";20,4;18,9;20,59
"2023-05-10 00:00:00";18,64;15,71;18,26
"2023-05-11 00:00:00";16,57;14,18;16,37
"2023-05-12 00:00:00";15,03;11,76;14,52
"2023-05-13 00:00:00";15,84;13,31;15,12
"2023-05-14 00:00:00";16,96;14,27;16,11
"2023-05-15 00:00:00";18,48;16,49;18,29
"2023-05-16 00:00:00";18,53;16,18;18,09
"2023-05-17 00:00:00";18,19;15,86;17,74
"2023-05-18 00:00:00";17,56;14,54;17,12
"2023-05-19 00:00:00";17,17;14,21;16,75
"2023-05-20 00:00:00";18,15;15,64;17,92
"2023-05-21 00:00:00";17,78;15,99;17,59
"2023-05-22 00:00:00";19,44;16,88;18,98
"2023-05-23 00:00:00";19,55;18,03;19,35
"2023-05-24 00:00:00";21,03;19,75;20,8
"2023-05-25 00:00:00";17,33;14,48;16,46
"2023-05-26 00:00:00";18,6;17,72;18,27
"2023-05-27 00:00:00";22,25;21,24;22,03
"2023-05-28 00:00:00";22,41;21,18;21,95
"2023-05-29 00:00:00";20,01;19,53;19,99
"2023-05-30 00:00:00";21,32;19,96;21,18
"2023-05-31 00:00:00";21,66;20,52;21,29
"2023-06-01 00:00:00";20,47;18,36;20,35
"2023-06-02 00:00:00";20,81;19,08;20,68
"2023-06-03 00:00:00";20,84;18,24;20,56
"2023-06-04 00:00:00";21,05;19,24;21,01
"2023-06-05 00:00:00";22,06;20,05;21,86
"2023-06-06 00:00:00";23,13;20,47;22,67
"2023-06-07 00:00:00";22,54;19,67;22,11
"2023-06-08 00:00:00";22,86;20,84;22,96
"2023-06-09 00:00:00";23,76;21,08;23,59
"2023-06-10 00:00:00";23,58;22,45;23,95
"2023-06-11 00:00:00";25,68;23,94;25,2
"2023-06-12 00:00:00";24,87;23,22
"2023-06-13 00:00:00";23,1;19,9;22,57
"2023-06-14 00:00:00";24,04;21,16;23,52
"2023-06-15 00:00:00";24,13;22,68;23,75
"2023-06-16 00:00:00";25,69;24,35;25,26
"2023-06-17 00:00:00";25,85;23,78;25,27
"2023-06-18 00:00:00";26,06;23,16;25,77
"2023-06-19 00:00:00";24,74;22,27;24,5
"2023-06-20 00:00:00";24,76;23,5;24,87
"2023-06-21 00:00:00";24,88;24,22;25,31
"2023-06-22 00:00:00";27,07;24,7;26,94
"2023-06-23 00:00:00";26,26;23,66;25,97
"2023-06-24 00:00:00";25,37;23,92;25,64
"2023-06-25 00:00:00";26,7;26,35;26,61
"2023-06-26 00:00:00";27,39;27,15;27,29
"2023-06-27 00:00:00";26,26;24,18;26,35
"2023-06-28 00:00:00";26,8;24,62;26,73
"2023-06-29 00:00:00";26,65;24,68;26,91
"2023-06-30 00:00:00";24;21,31;23,69
"2023-07-01 00:00:00";24,39;21,54;24,5
"2023-07-02 00:00:00";25,21;23,02;25,04
"2023-07-03 00:00:00";25,76;22,42;25,25
"2023-07-04 00:00:00";25,28;23,45;25,06
"2023-07-05 00:00:00";24,34;21,69;24,13
"2023-07-06 00:00:00";25,48;23,43;25,5
"2023-07-07 00:00:00";25,44;24,11;25,47
"2023-07-08 00:00:00";26,54;25,96;27,56
"2023-07-09 00:00:00";26,23;26,09;26,96
"2023-07-10 00:00:00";26,71;26,69;27,7
"2023-07-11 00:00:00";27,34;27,22;28,36
"2023-07-12 00:00:00";26,63;25,5;27,35
"2023-07-13 00:00:00";27,35;24,58;27,33
"2023-07-14 00:00:00";27,91;24,85;27,61
"2023-07-15 00:00:00";27,69;24,89;27,56
"2023-07-16 00:00:00";26,31;24,83;26,8
"2023-07-17 00:00:00";26,72;25,61;27,13
"2023-07-18 00:00:00";29,2;28,77;28,96
"2023-07-19 00:00:00";28,17;27,42;29,24
"2023-07-20 00:00:00";28,12;26,07;27,9
"2023-07-21 00:00:00";27,11;24,94;27,41
"2023-07-22 00:00:00";26,72;24,55;26,73
"2023-07-23 00:00:00";27,37;25,48;27,74
"2023-07-24 00:00:00";27,18;24,89;26,99
"2023-07-25 00:00:00";27,61;24,56;27,7
"2023-07-26 00:00:00";24,46;20,91;24,4
"2023-07-27 00:00:00";26,37;22,68
"2023-07-28 00:00:00";26,55;24,7;26,41
"2023-07-29 00:00:00";27,82;25,11;27,1
"2023-07-30 00:00:00";27,36;25,46;27,59
"2023-07-31 00:00:00";26,81;23,72;26,33
"2023-08-01 00:00:00";;25,68;27,87
"2023-08-02 00:00:00";28,34;25,74;28,08
"2023-08-03 00:00:00";25,5;22,35;24,9
"2023-08-04 00:00:00";24,11;21,5;23,84
"2023-08-05 00:00:00";25,29;22,12;24,8
"2023-08-06 00:00:00";23,96;20,82;23,76
"2023-08-07 00:00:00";24,44;21,45;24,42
"2023-08-08 00:00:00";25,69;22,93;25,34
"2023-08-09 00:00:00";26,77;24,26;26,32
"2023-08-10 00:00:00";27,61;26,3;27,44
"2023-08-11 00:00:00";28,94;27,25;28,29
"2023-08-12 00:00:00";26,77;26,18;27,09
"2023-08-13 00:00:00";26,8;25,45;27,12
"2023-08-14 00:00:00";27,4;25,69;27,47
"2023-08-15 00:00:00";27,33;26,1;27,39
"2023-08-16 00:00:00";26,88;24,75;26,71
"2023-08-17 00:00:00";27,15;25,62;27,07
"2023-08-18 00:00:00";27,02;25,44;27,07
"2023-08-19 00:00:00";27,38;25,55;27,35
"2023-08-20 00:00:00";30,2;30,08;30,25
"2023-08-21 00:00:00";30,82;31,74;31,25
"2023-08-22 00:00:00";30,12;30,64;30,82
"2023-08-23 00:00:00";;33,52;32,88
"2023-08-24 00:00:00";30,98;30,09;30,99
"2023-08-25 00:00:00";29,31;27,09;28,9
"2023-08-26 00:00:00";26,77;24,39;26,34
"2023-08-27 00:00:00";21,01;17,75;19,82
"2023-08-28 00:00:00";23,5;20,01;22,95
"2023-08-29 00:00:00";23,65;20,93;23,27
"2023-08-30 00:00:00";22,54;19,91;22,44
"2023-08-31 00:00:00";24,48;22,1;24
"2023-09-01 00:00:00";25,51;22,71;25,01
"2023-09-02 00:00:00";24,8;21,48;24,23
"2023-09-03 00:00:00";25,85;22,71;25,68
"2023-09-04 00:00:00";28,07;25,48;28,15
"2023-09-05 00:00:00";26,08;24,57;26,07
"2023-09-06 00:00:00";25,43;23,13;25,12
"2023-09-07 00:00:00";24,38;22,42;23,77
"2023-09-08 00:00:00";24,29;23,03;23,81
"2023-09-09 00:00:00";24,05;22,16;23,39
"2023-09-10 00:00:00";24,45;22,57;24,07
"2023-09-11 00:00:00";24,86;22,44;24,35
"2023-09-12 00:00:00";25,14;23,26;24,5
"2023-09-13 00:00:00";25,13;22,93;24,86
"2023-09-14 00:00:00";25;22,47;24,37
"2023-09-15 00:00:00";22,62;20,3;21,36
"2023-09-16 00:00:00";24,12;22,23;23,39
"2023-09-17 00:00:00";25,57;23,8;24,89
"2023-09-18 00:00:00";26,89;23,54;26,01
"2023-09-19 00:00:00";24,37;21,01;23,42
"2023-09-20 00:00:00";22,44;18,98;21,29
"2023-09-21 00:00:00";24,18;21,35;23,33
"2023-09-22 00:00:00";23,19;19,56;22,36
"2023-09-23 00:00:00";21,28;18,05;20,52
"2023-09-24 00:00:00";22,27;19,84;21,48
"2023-09-25 00:00:00";22,28;20,18;21,39
"2023-09-26 00:00:00";22,93;20,71;21,97
"2023-09-27 00:00:00";23,68;22,34;22,36
"2023-09-28 00:00:00";24;21,56;22,85
"2023-09-29 00:00:00";24,95;24,14;24,18
"2023-09-30 00:00:00";25,97;25,42;24,97
"2023-10-01 00:00:00";24,19;22,84;23,52
"2023-10-02 00:00:00";23,58;21,24;23,31
"2023-10-03 00:00:00";23,99;21,44;23,35
"2023-10-04 00:00:00";25,1;22,1;24,2
"2023-10-05 00:00:00";23,74;21,13;22,85
"2023-10-06 00:00:00";24,15;21,55;23,36
"2023-10-07 00:00:00";23,65;21,14;22,67
"2023-10-08 00:00:00";23,26;21,5;22,39
"2023-10-09 00:00:00";23,28;21,44;22,17
"2023-10-10 00:00:00";23,44;21,58;22,3
"2023-10-11 00:00:00";22,98;20,69;21,96
"2023-10-12 00:00:00";22,84;20,4;21,67
"2023-10-13 00:00:00";23,1;20,52;22,07
"2023-10-14 00:00:00";23,11;20,68;22,48
"2023-10-15 00:00:00";21,26;17,92;20,52
"2023-10-16 00:00:00";19,77;16,57;19,07
"2023-10-17 00:00:00";21,77;18,88;20,7
"2023-10-18 00:00:00";24,05;21,44;23,04
"2023-10-19 00:00:00";23,12;19,77;22,08
"2023-10-20 00:00:00";20,41;16,35;19,4
"2023-10-21 00:00:00";18,8;14,88;17,66
"2023-10-22 00:00:00";18,12;15,24;16,97
"2023-10-23 00:00:00";22,56;19,42;21,77
"2023-10-24 00:00:00";19,42;15,97;18,32
"2023-10-25 00:00:00";20,46;16,6;19,62
"2023-10-26 00:00:00";22,52;19,59;21,86
"2023-10-27 00:00:00";20,34;16,83;19,55
"2023-10-28 00:00:00";20,1;16,87;18,8
"2023-10-29 00:00:00";19,61;17;18,43
"2023-10-30 00:00:00";18,64;16,08;17,62
"2023-10-31 00:00:00";17,62;13,55;16,06
"2023-11-01 00:00:00";18,58;15,63;17,86
"2023-11-02 00:00:00";18,5;15;17,92
"2023-11-03 00:00:00";15,26;11,26;14,57
"2023-11-04 00:00:00";17,07;14,28;16,64
"2023-11-05 00:00:00";18,17;14,63;17,23
"2023-11-06 00:00:00";16,48;12,97;15,31
"2023-11-07 00:00:00";14,67;11,55;13,34
"2023-11-08 00:00:00";14,28;11,38;13,41
"2023-11-09 00:00:00";14,97;11,76;13,67
"2023-11-10 00:00:00";17,01;13,68;16,17
"2023-11-11 00:00:00";15,88;13,48;15,42
"2023-11-12 00:00:00";18,14;16,4;18,02
"2023-11-13 00:00:00";20,33;18,61;19,56
"2023-11-14 00:00:00";21,73;19;21,22
"2023-11-15 00:00:00";17,84;14,74;17,42
"2023-11-16 00:00:00";18,24;16,22;17,75
"2023-11-17 00:00:00";17,1;14,39;16,53
"2023-11-18 00:00:00";16,96;15,07;16,01
"2023-11-19 00:00:00";15,79;16,29;15,18
"2023-11-20 00:00:00";15,7;14,44;14,69
"2023-11-21 00:00:00";15,61;12,98;14,91
"2023-11-22 00:00:00";15,8;12,37;14,91
"2023-11-23 00:00:00";14,27;10,88;13,07